Representative_Sequence	total	CL3	CC1	SV1	M31Fcsw	M11Fcsw	M31Plmr	M11Plmr	F21Plmr	M31Tong	M11Tong	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm	NP2	NP3	NP5	TRRsed1	TRRsed2	TRRsed3	TS28	TS29	Even1	Even2	Even3
Janibacter	0.00206251936866133	4.9678531344824e-05	4.09125800005552e-05	2.69769361898802e-05	2.58346397049477e-07	2.58346397049477e-07	1.58053200231634e-05	0.00180380995572002	6.95715158992549e-05	6.45865992623694e-06	2.58346397049477e-07	6.50613038616584e-06	3.97912433730123e-06	2.58346397049477e-07	2.58346397049477e-07	4.63835603307068e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.57703992621256e-05	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Jannaschia	2.86339906118336e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.2282860142679e-06	2.69333820330205e-06	2.58346397049477e-07	2.58346397049477e-07	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Janthinobacterium	0.00986916614589622	0.000215381504405009	0.00206506547415405	0.00253518455299187	2.58346397049477e-07	2.58346397049477e-07	0.000535074239135369	0.00297920149598393	0.000579968491324586	1.29173198524739e-06	2.58346397049477e-07	2.52494823535149e-05	0.000666277597702112	3.51270656689906e-05	1.65296872775731e-05	3.09184138491979e-05	2.58346397049477e-07	2.69333820330205e-06	2.58346397049477e-07	8.73815385908115e-05	3.12824521272018e-05	2.74381680974191e-05	2.58346397049477e-07	2.58346397049477e-07	7.83236825946358e-06	1.7846907734812e-05	7.61321127242129e-06
Jeotgalicoccus	0.000115622380935977	2.58346397049477e-07	4.53773940794481e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.13522936492774e-05	2.33808029268312e-05	5.06679242168352e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
JG37_AG_70	0.000206447619890512	8.97955550548027e-06	0.000139338619251148	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.03931939568902e-06	2.58346397049477e-07	6.06979960903967e-06	2.58346397049477e-07	1.33983753051131e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.12824521272018e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.43091715290031e-06	2.58346397049477e-07
Jiangella	2.72698676987692e-05	2.58346397049477e-07	2.58346397049477e-07	1.69574650175687e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.1120891520131e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Johnsonella	0.000865934706241079	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000208587792986976	4.1120891520131e-06	0.000617775674689425	4.39188874984112e-06	2.48610133261446e-05	1.03931939568902e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Jonesia	0.000167505273917134	4.09573222363932e-05	8.81713241884015e-06	6.93799384525716e-06	2.58346397049477e-07	2.58346397049477e-07	1.81304375966087e-06	4.1120891520131e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.94418438888675e-06	2.58346397049477e-07	6.06979960903967e-06	4.32618161718038e-06	4.63835603307068e-06	4.2282860142679e-06	2.69333820330205e-06	2.5568587998224e-06	2.58346397049477e-07	3.12824521272018e-05	4.10280789476039e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Jonquetella	1.21755258636167e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	5.71686593737975e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Kaistella	8.44778567169053e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.47713584749505e-06	1.18195746619403e-05	3.17643325344156e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.87331929379658e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Kaistia	0.000792278655284581	4.09573222363932e-05	0.000115801957691224	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000232716474876657	0.000256531965265296	0.000122898616205643	2.58346397049477e-07	2.69333820330205e-06	2.58346397049477e-07	2.58346397049477e-07	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Kaistobacter	0.0878068807117365	0.00501786065344757	0.013454669972652	0.0616500644696299	4.93707743161828e-06	9.23043345093441e-07	0.000409143752763846	0.00384243987309578	0.00212376181205552	4.90858154394007e-06	3.71623467906921e-05	4.1632113902472e-06	7.09531272618327e-05	2.93156124570004e-05	4.50045338184894e-05	1.77783849411343e-05	8.19822563148632e-06	7.33081005846266e-05	3.01390076330975e-05	0.000174504730784573	0.000543180196674715	0.000163337276599267	4.83310016092814e-06	8.09203714252307e-06	1.8246648320283e-05	2.13646200023645e-05	4.85903155780643e-05
Kangiella	0.00316892225725905	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	9.23043345093441e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.769270603302e-05	8.39401683731128e-06	4.63835603307068e-06	3.20178633347968e-05	0.000462906789585038	1.17509084109141e-05	0.00121998303710972	0.00125673462846822	0.000149747365749083	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Ketogulonicigenium	2.10618169811943e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.21681652487047e-05	2.69333820330205e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Kibdelosporangium	0.000528645002969257	1.47936949111008e-05	6.67743591339248e-06	0.000501231905012626	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Kiloniella	1.06869459405048e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.2282860142679e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Kineococcus	0.000650886658203279	6.07248580267001e-06	1.09568289242878e-05	7.3734468327334e-05	2.58346397049477e-07	2.58346397049477e-07	3.29069910118887e-05	0.000339387708833848	0.00013888468540146	2.58346397049477e-07	1.2559679861597e-05	4.1632113902472e-06	2.63037919788117e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.78326431834236e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Kineosporia	0.000853841305071274	2.93290434251521e-05	0.000126500440218462	0.000517931023633145	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000108163143536031	6.5595436245227e-06	2.58346397049477e-07	2.58346397049477e-07	6.50613038616584e-06	2.58346397049477e-07	1.769270603302e-05	2.87331929379658e-05	4.63835603307068e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.60348790875115e-06	1.30904137924545e-06
Kingella	0.150446613451625	4.09573222363932e-05	3.23537939787645e-05	5.36955259827109e-05	1.03955969719486e-05	7.57001282553307e-06	0.00893665878668734	0.000917449122078391	0.0244615059834481	0.098409567910484	0.0135809304912576	7.8355646261004e-05	0.000212342688991399	0.000598838027232039	0.000179243096082809	0.000109758587297579	2.01080444831416e-05	9.76580186471524e-05	0.000857603472631351	0.00130710622930348	0.00020191503364304	0.000163337276599267	4.60058840358361e-05	3.55099547516807e-05	3.52881975107147e-05	2.4882332269917e-05	2.75764159341448e-05
Kitasatospora	0.000179024857516816	3.16541609985974e-06	2.59347044624215e-05	6.93799384525716e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.5595436245227e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.93156124570004e-05	4.50045338184894e-05	5.71984716653251e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Klebsiella	0.0222430030541342	4.9678531344824e-05	6.01698485495842e-05	1.0277817569361e-05	6.49665444314122e-06	9.23043345093441e-07	0.000318971305732385	0.00128355468379994	0.00209855702314563	2.84181036754425e-06	3.71623467906921e-05	1.82029239432857e-06	7.09531272618327e-05	9.90530510008827e-05	2.0597522497704e-05	4.63835603307068e-06	1.21681652487047e-05	0.000100093010453405	0.000119780991341242	0.000435874307365859	3.12824521272018e-05	0.000435135493602964	6.35801808222102e-06	8.09203714252307e-06	0.00535698530858943	0.00557935000273532	0.0060921878531693
Knoellia	0.00175658843837336	2.58346397049477e-07	0.000620770332976873	2.58346397049477e-07	2.58346397049477e-07	9.23043345093441e-07	0.000116860648592904	0.000539782332091956	0.000397233771727862	1.29173198524739e-06	2.58346397049477e-07	2.58346397049477e-07	3.97912433730123e-06	6.06979960903967e-06	8.39401683731128e-06	9.01836566909187e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.12824521272018e-05	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.77605866460198e-06	2.58346397049477e-07
Kocuria	0.0313326098635481	3.80502525335829e-05	0.000120081350702119	0.000247405301980734	1.03813490281094e-06	9.23043345093441e-07	0.000957951921765668	0.0173652232002631	0.0107122936331015	1.6792515808216e-05	0.000135573014507073	3.07162933439917e-05	8.21154610825879e-05	2.35041592450102e-05	4.09366985983585e-05	4.40584427572615e-05	6.77473198897627e-05	0.000156097821997214	0.000172646776605019	0.000522997499559621	0.000372547615158877	0.000217696920000007	1.78326431834236e-06	2.58346397049477e-07	2.58346397049477e-07	2.60348790875115e-06	1.30904137924545e-06
Kordia	0.000181217539952594	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000160967805609719	1.4049420813687e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Kordiimonas	0.00782323014822343	3.16541609985974e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.5595436245227e-06	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	8.39401683731128e-06	2.58346397049477e-07	4.2282860142679e-06	2.69333820330205e-06	2.5568587998224e-06	0.000174504730784573	0.00499513936895157	0.00260952122963254	4.83310016092814e-06	2.58346397049477e-07	2.58346397049477e-07	1.43091715290031e-06	2.58346397049477e-07
Kouleothrix	2.93140985964193e-05	2.58346397049477e-07	1.95156149460785e-05	3.59817012115332e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Kribbella	0.00594177403034099	0.00011072699510384	0.000128640136723909	0.00562118167406382	2.58346397049477e-07	2.58346397049477e-07	3.36774112227227e-06	4.1120891520131e-06	6.5595436245227e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.5568587998224e-06	2.58346397049477e-07	4.6794504992278e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	1.43091715290031e-06	5.51182130802934e-06
KSA2	0.0104189048137387	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.80842477934634e-06	1.2559679861597e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.69333820330205e-06	9.45239600814118e-06	0.00731860649067306	0.0020478493245871	0.00101950166016091	1.78326431834236e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Kurthia	0.000455989255415212	0.000209567364999389	2.16553114515262e-05	3.69964073621917e-05	2.58346397049477e-07	2.58346397049477e-07	6.47713584749505e-06	5.42107449665402e-05	0.000107378699264094	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Kushneria	2.97021303510157e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.32434704247787e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Kutzneria	0.00115357153422839	0.001119480181979	2.58346397049477e-07	6.93799384525716e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.2559679861597e-05	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.09860459545477e-06	2.58346397049477e-07	2.58346397049477e-07
Kytococcus	0.000710428171475799	3.16541609985974e-06	4.51919730114505e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.4250622660552e-05	4.65032594566129e-05	3.80655297618888e-05	4.0560384336768e-05	3.71623467906921e-05	2.60126539296811e-06	3.97912433730123e-06	6.06979960903967e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000348751115172097	9.33306635875065e-05	2.74381680974191e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Labrenzia	0.000520470685103731	6.07248580267001e-06	2.39804290249714e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	8.39401683731128e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000435874307365859	6.23065578573541e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
